datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-03-17 13:00:00,1,0,1,2,21.32,25,42,6.0032,26,85,111
2012-09-04 22:00:00,3,0,1,1,30.34,34.85,70,19.0012,25,154,179
2011-06-05 12:00:00,2,0,0,2,26.24,30.305,69,7.0015,123,212,335
2012-10-03 18:00:00,4,0,1,1,28.7,32.575,65,0,54,756,810
2011-03-17 02:00:00,1,0,1,1,13.94,15.15,71,19.9995,3,5,8
2011-03-03 01:00:00,1,0,1,1,9.84,9.85,30,31.0009,0,1,1
2012-02-12 04:00:00,1,0,0,2,4.1,2.275,46,47.9988,0,1,1
2011-03-05 23:00:00,1,0,0,2,18.04,21.97,77,19.9995,10,34,44
2011-06-09 10:00:00,2,0,1,1,35.26,40.91,50,19.0012,20,74,94
2011-03-06 04:00:00,1,0,0,2,17.22,21.21,88,23.9994,0,3,3
2012-09-07 05:00:00,3,0,1,1,25.42,28.03,88,0,1,39,40
2012-07-15 21:00:00,3,0,0,1,29.52,34.85,79,6.0032,59,164,223
2011-08-02 02:00:00,3,0,1,1,27.88,31.82,69,0,2,6,8
2011-02-06 04:00:00,1,0,0,1,10.66,11.365,60,23.9994,0,2,2
2012-08-14 00:00:00,3,0,1,1,28.7,33.335,74,15.0013,12,48,60
2011-02-02 22:00:00,1,0,1,1,9.02,10.605,44,16.9979,5,35,40
2012-11-01 00:00:00,4,0,1,1,14.76,18.18,57,6.0032,8,52,60
2012-10-03 06:00:00,4,0,1,2,24.6,25.76,94,8.9981,4,173,177
2012-01-08 18:00:00,1,0,0,1,13.94,15.91,46,15.0013,19,162,181
2012-10-11 10:00:00,4,0,1,1,18.04,21.97,41,23.9994,39,165,204
2011-08-10 23:00:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108
2012-02-10 21:00:00,1,0,1,2,13.12,16.665,66,6.0032,14,108,122
2012-06-10 12:00:00,2,0,0,1,33.62,35.605,30,0,173,329,502
2011-12-05 21:00:00,4,0,1,2,18.04,21.97,88,6.0032,10,166,176
2011-04-13 04:00:00,2,0,1,3,16.4,20.455,94,22.0028,1,2,3
2011-02-08 04:00:00,1,0,1,1,10.66,12.88,93,11.0014,0,3,3
2012-03-01 23:00:00,1,0,1,1,14.76,17.425,50,15.0013,9,76,85
2012-09-12 18:00:00,3,0,1,1,27.06,31.06,44,16.9979,91,886,977
2012-03-10 14:00:00,1,0,0,1,13.94,15.91,27,19.0012,117,262,379
2012-01-05 13:00:00,1,0,1,1,13.94,15.15,42,19.9995,6,112,118
2011-04-05 19:00:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160
2012-08-02 16:00:00,3,0,1,1,33.62,37.88,46,12.998,71,335,406
2011-02-02 04:00:00,1,0,1,3,9.02,10.605,93,19.0012,0,1,1
2011-02-04 13:00:00,1,0,1,2,10.66,12.88,50,15.0013,9,73,82
2011-02-01 00:00:00,1,0,1,2,6.56,9.09,64,7.0015,2,6,8
2012-01-12 09:00:00,1,0,1,1,13.12,16.665,81,7.0015,10,220,230
2012-01-08 22:00:00,1,0,0,1,10.66,13.635,60,7.0015,4,54,58
2011-11-10 06:00:00,4,0,1,2,14.76,17.425,100,8.9981,4,110,114
2011-02-06 20:00:00,1,0,0,1,11.48,14.395,61,7.0015,5,21,26
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
2012-01-03 11:00:00,1,0,1,1,7.38,6.82,37,35.0008,12,63,75
2011-12-13 10:00:00,4,0,1,1,12.3,15.15,52,11.0014,3,99,102
2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,0,1,1
2012-01-18 08:00:00,1,0,1,1,12.3,13.635,52,27.9993,15,474,489
