datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2012-12-03 23:00:00,4,0,1,1,17.22,21.21,82,7.0015,9,93,102
2012-11-14 19:00:00,4,0,1,1,12.3,15.15,52,11.0014,28,368,396
2012-12-10 09:00:00,4,0,1,2,17.22,21.21,100,15.0013,11,273,284
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
2012-03-11 05:00:00,1,0,0,1,9.84,12.12,60,11.0014,2,5,7
2012-01-15 16:00:00,1,0,0,1,9.02,10.605,29,19.9995,31,174,205
2011-09-18 15:00:00,3,0,0,2,23.78,27.275,60,8.9981,132,233,365
2012-02-04 14:00:00,1,0,0,2,13.12,15.15,66,15.0013,47,229,276
2012-07-08 11:00:00,3,0,0,1,37.72,44.695,42,19.9995,120,269,389
2011-03-01 16:00:00,1,0,1,1,13.94,17.425,34,6.0032,10,92,102
2012-12-13 15:00:00,4,0,1,1,14.76,17.425,34,8.9981,40,240,280
2012-05-18 09:00:00,2,0,1,1,22.96,26.515,56,7.0015,57,304,361
2012-02-15 04:00:00,1,0,1,1,11.48,14.395,70,7.0015,0,1,1
2012-07-09 10:00:00,3,0,1,2,27.06,30.305,83,12.998,58,117,175
2011-07-08 05:00:00,3,0,1,1,27.88,31.82,79,16.9979,3,24,27
2011-08-03 20:00:00,3,0,1,3,28.7,33.335,84,7.0015,7,80,87
2011-07-08 06:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,91,102
2012-03-05 02:00:00,1,0,1,1,9.84,12.12,48,8.9981,1,3,4
2012-04-07 15:00:00,2,0,0,1,21.32,25,19,27.9993,321,305,626
2011-05-05 11:00:00,2,0,1,1,21.32,25,36,30.0026,43,105,148
2011-10-07 18:00:00,4,0,1,1,22.96,26.515,60,6.0032,94,371,465
2012-10-15 06:00:00,4,0,1,2,22.96,26.515,73,19.9995,6,141,147
2011-07-01 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,84,185,269
2011-01-16 05:00:00,1,0,0,2,10.66,12.88,56,11.0014,1,1,2
2011-02-15 15:00:00,1,0,1,1,13.94,16.665,19,11.0014,11,74,85
2011-02-06 02:00:00,1,0,0,1,10.66,11.365,60,22.0028,0,20,20
2012-09-19 15:00:00,3,0,1,1,25.42,31.06,35,0,57,254,311
2011-04-10 22:00:00,2,0,0,1,18.04,21.97,94,16.9979,12,45,57
2011-04-14 11:00:00,2,0,1,1,21.32,25,45,11.0014,28,87,115
2012-04-18 11:00:00,2,0,1,3,18.86,22.725,47,16.9979,14,105,119
2011-09-07 10:00:00,3,0,1,3,24.6,27.275,88,8.9981,3,63,66
2011-07-01 18:00:00,3,0,1,1,32.8,34.09,24,16.9979,98,324,422
2011-09-17 13:00:00,3,0,0,2,21.32,25,68,12.998,124,225,349
2011-11-13 10:00:00,4,0,0,1,18.04,21.97,44,22.0028,63,178,241
2012-03-14 00:00:00,1,0,1,1,22.14,25.76,60,7.0015,5,34,39
2011-09-17 00:00:00,3,0,0,1,18.86,22.725,72,11.0014,28,80,108
2011-02-14 06:00:00,1,0,1,1,13.94,15.15,46,19.9995,1,25,26
2012-05-16 15:00:00,2,0,1,2,29.52,33.335,48,7.0015,52,222,274
2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
2012-08-11 06:00:00,3,0,0,2,25.42,28.03,88,7.0015,5,18,23
2012-05-18 08:00:00,2,0,1,1,21.32,25,59,8.9981,49,696,745
2012-08-13 19:00:00,3,0,1,1,30.34,34.09,58,11.0014,88,467,555
2011-12-07 00:00:00,4,0,1,1,18.04,21.97,100,12.998,3,30,33
2011-03-10 07:00:00,1,0,1,3,15.58,19.695,0,15.0013,1,36,37
2012-09-06 22:00:00,3,0,1,1,26.24,28.79,89,11.0014,24,193,217
2011-03-19 02:00:00,1,0,0,2,22.96,26.515,43,15.0013,5,20,25
2011-09-02 11:00:00,3,0,1,2,27.06,31.06,74,7.0015,51,141,192
2011-12-19 06:00:00,4,0,1,1,6.56,9.09,86,7.0015,0,68,68
2011-04-12 10:00:00,2,0,1,3,20.5,24.24,82,27.9993,6,34,40
2011-10-18 23:00:00,4,0,1,2,21.32,25,77,12.998,7,63,70
2011-12-19 02:00:00,4,0,1,1,7.38,10.605,80,6.0032,0,3,3
2011-12-01 00:00:00,4,0,1,1,11.48,12.88,52,22.0028,1,19,20
2012-07-14 05:00:00,3,0,0,2,26.24,30.305,73,7.0015,0,5,5
2011-03-18 11:00:00,1,0,1,1,22.14,25.76,52,19.0012,55,104,159
2011-09-18 14:00:00,3,0,0,2,23.78,27.275,56,8.9981,127,184,311
2012-06-15 12:00:00,2,0,1,1,28.7,31.82,45,11.0014,111,292,403
2012-12-02 12:00:00,4,0,0,2,13.94,16.665,81,11.0014,111,409,520
2011-06-16 07:00:00,2,0,1,3,22.96,26.515,78,11.0014,16,172,188
2012-07-12 09:00:00,3,0,1,1,29.52,33.335,58,7.0015,42,285,327
2011-07-04 09:00:00,3,1,0,2,29.52,34.09,66,6.0032,142,96,238
2012-08-11 23:00:00,3,0,0,3,27.06,30.305,78,11.0014,42,121,163
2011-10-06 18:00:00,4,0,1,1,22.14,25.76,64,6.0032,59,479,538
2012-06-08 15:00:00,2,0,1,1,31.16,33.335,29,19.0012,98,299,397
2011-09-03 07:00:00,3,0,0,1,25.42,29.545,73,12.998,5,33,38
2012-08-03 12:00:00,3,0,1,2,35.26,40.91,50,19.9995,95,243,338
2011-09-19 19:00:00,3,0,1,2,22.96,26.515,68,7.0015,41,333,374
2011-11-14 23:00:00,4,0,1,1,22.96,26.515,64,19.9995,13,48,61
2012-08-13 11:00:00,3,0,1,1,31.16,34.09,40,6.0032,94,151,245
2011-09-10 14:00:00,3,0,0,1,30.34,34.09,55,19.0012,129,230,359
2011-07-16 10:00:00,3,0,0,1,29.52,33.335,54,12.998,114,208,322
2011-05-19 04:00:00,2,0,1,1,19.68,23.485,94,0,2,3,5
2012-07-13 09:00:00,3,0,1,2,29.52,33.335,51,0,70,344,414
2011-10-07 17:00:00,4,0,1,1,24.6,31.06,56,16.9979,101,462,563
2012-05-14 04:00:00,2,0,1,2,22.14,25.76,77,15.0013,3,3,6
2011-04-17 02:00:00,2,0,0,1,16.4,20.455,62,12.998,4,25,29
2012-09-09 12:00:00,3,0,0,1,27.06,31.06,47,0,247,510,757
2011-04-11 10:00:00,2,0,1,2,22.96,26.515,83,19.9995,41,55,96
2011-07-05 06:00:00,3,0,1,1,27.06,31.06,74,6.0032,3,91,94
2011-08-07 14:00:00,3,0,0,1,35.26,40.15,47,12.998,130,192,322
2012-12-04 01:00:00,4,0,1,1,17.22,21.21,82,7.0015,3,22,25
2011-10-07 08:00:00,4,0,1,1,18.86,22.725,82,0,31,386,417
2011-04-10 12:00:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230
2011-03-08 06:00:00,1,0,1,1,8.2,12.88,59,0,3,42,45
2011-06-01 13:00:00,2,0,1,1,36.9,40.91,37,12.998,29,125,154
2012-05-15 18:00:00,2,0,1,1,28.7,32.575,61,6.0032,68,665,733
2011-09-07 02:00:00,3,0,1,2,22.14,25.76,94,15.0013,2,4,6
2012-02-08 19:00:00,1,0,1,3,9.84,12.88,87,7.0015,3,158,161
2012-11-01 03:00:00,4,0,1,1,13.94,16.665,61,8.9981,5,10,15
2012-05-04 10:00:00,2,0,1,2,25.42,29.545,73,8.9981,45,154,199
2012-05-03 06:00:00,2,0,1,2,18.86,22.725,88,11.0014,8,128,136
2012-10-18 06:00:00,4,0,1,1,18.04,21.97,88,19.9995,3,150,153
2011-07-09 01:00:00,3,0,0,2,26.24,28.79,89,7.0015,5,48,53
2011-06-10 12:00:00,2,0,1,1,34.44,37.88,44,8.9981,40,167,207
2011-11-16 00:00:00,4,0,1,2,18.86,22.725,94,0,5,26,31
2012-12-09 16:00:00,4,0,0,3,14.76,17.425,93,11.0014,33,220,253
